+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,#,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, , , ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, , , ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, , , ,+,-,+, ,+, ,+,-,+,-,+, ,+
|, ,|, , , , , ,|, ,|, ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , , , , , , , ,|, , , , , ,|, ,|, ,|, , , , , , , ,|, , , ,|, ,|,#,|,#,#,#,|, , , , , , , ,|, ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , , , ,|, , , , , , , , , ,|, ,|, ,|, , , ,|, ,|, , , ,|, ,|, , , , , , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, ,|, , , ,|, , , , , ,|, , , , , , , ,|, ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, ,|, , , ,|, ,|, ,|, , , , , ,|, , , ,|, ,|, , , , , ,|
+, ,+, , , ,+,-,+, ,+, ,+,-,+, ,+, , , ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,#,+,#,+,#,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, , , ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+
|, ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, , ,#,#,#,|,#,|, , , ,|,#,#,#,|,#,#,#,|, , , , , , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, , , , , , , ,|, , , , , , , ,|, ,|, ,|, , , , , ,|, ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , ,|, ,|, , , , , ,|, , , ,|
+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, , , ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,#,+,-,+, ,+,#,+,#,+,#,+,#,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, , , ,+, , , , , ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, , , ,+, ,+, ,+, ,+,-,+, ,+, ,+, , , ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+
|, , , , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, ,|, ,|, , , , , , , , , , , ,|, , , , , , , , , ,|, , , , , , , , , ,|, , , , , ,|, , ,#,#,#,#,#,#,#,|,#,#,#,|,#,#,#,#,#,|, , , , , , , , , , , ,|, , , , , , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , , , ,|, ,|, , , ,|, ,|, ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, , , , , , , , , , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|
+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,#,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, , , ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+
|, , , ,|, , , , , ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, , , , , , , , , , , ,|, , , ,|, , , , , , , , , , , , , ,|, , , , , , , ,|, , , , , , , ,|, , , ,|, , , , ,#,#,#,#,#,#,#,#,#,#,#,#,#,|, ,|,#,#,#,#,#,#,#,|, ,|, , , ,|, , , , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, ,|, , , , , ,|, ,|, ,|, , , , , , , , , , , ,|, ,|, , , , , , , ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, ,|, ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , , , ,|, , , ,|, ,|, ,|, ,|, , , ,|
+, , , ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, , ,#,+, ,+,#,+,-,+,-,+,#,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, , , ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+
|, , , , , , , , , , , , , ,|, ,|, ,|, ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , , , ,|, ,|, ,|, , ,#,|, ,|,#,|, , , , ,#,|, , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , , , ,|, , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, , , , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, ,|, , , , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , , , ,|, ,|
+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, , , ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,#,+,-,+,#,+, ,+,-,+,#,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, , , ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, , , , , ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, , , ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+
|, , , , , , , ,|, , , , , ,|, , , , , , , , , ,|, ,|, ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, , , , , , , ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, ,|, , , , , , , ,|,#,#,#,#,#,|, ,|, , ,#,#,#, , , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , , , ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , ,|, ,|, , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , , , , , ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, , , ,|, , , , , , , , , ,|, ,|
+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, , , ,+, , , ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,#,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, , , , , ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, , , ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, , , ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+
|, , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , , , , , ,|, , , ,|, , , , , , , , , , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, ,|, , ,#,#,#,#,#,#,#,#,#,#,#,|, , , ,|, ,|, ,|, , , , , ,|, ,|, , , , , ,|, , , , , , , ,|, , , ,|, , , ,|, ,|, , , , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, ,|, ,|, ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , ,|, , , , , ,|, , , ,|
+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, , , , , ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,#,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, , , ,+,-,+, , , ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+
|, , , ,|, , , ,|, ,|, ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , , , , , , , , , , , , , , , ,|, , , ,|, , , , , , , , , , , , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , , , , , ,|, , , , , ,|, , , , , , , , , ,|,#, , ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , ,|, , , , , , , , , , , , , , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , , , , , , , , , , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , , , ,|, ,|, ,|, , , , , ,|, ,|, ,|, ,|, ,|, , , , , ,|, ,|, , , ,|
+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,#,+,-,+, ,+,-,+,-,+, , , ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, , , ,+,-,+, ,+,-,+
|, , , , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, , , , , ,|, , , , , , , ,|, ,|, ,|, , , ,|, ,|, , , , , , , ,|, , , , , , , ,|, ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , , , , , , , ,|, , , ,|, ,|,#, , , , ,|, , , , , , , ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , , , , , , , , , , , ,|, , , , , , , , , ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , , , , , , , , , , , ,|, ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , , , ,|, , , , , ,|, , , , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|
+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, , , ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, , , ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, , , ,+, ,+,-,+, ,+,-,+,-,+, , , ,+, ,+, ,+, ,+, ,+,#,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, , , ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, , , ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, , , ,+, ,+, ,+,-,+, ,+
|, ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , , , , , , , , , ,|, ,|, ,|, , , ,|, ,|, ,|, , , , , , , , , , , ,|, ,|, ,|, ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , , , , , ,|, ,|, ,|, ,|, ,|,#,#,#,#,#,#,#,#,#,#,#,|, , , ,|, , , , , , , ,|, ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, ,|, ,|, , , , , ,|, , , ,|, ,|, ,|, , , ,|, , , ,|,#,#,#,|, , ,#,#,#,#,#,|, , , , , , , , , , , , , , , , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, ,|, ,|, , , , , ,|, , , , , , , ,|, , , , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, ,|, , , , , ,|, , , ,|, ,|, ,|, ,|, ,|
+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, , , ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+,#,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,#,+,#,+,-,+,#,+,-,+,#,+,-,+,-,+,-,+, , , ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, , , ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, , , ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+
|, ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , , , , , , , , , , , ,|, , , ,|, ,|, ,|, ,|, ,|, , , , , , , , , , , , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , ,|,#,#,#,|,#,#,#,#,#,#,#,|, , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|,#,#,#,|,#,#,#,#,#, , ,|,#,|, , , , , , , , , ,|,#,#,#,|,#,#,#,#,#,|, ,|, , , ,|, ,|, , , ,|, , , , , , , , , , , , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , ,|
+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,#,+,#,+,-,+,-,+,#,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,#,+,-,+,-,+,-,+,-,+, ,+,#,+, ,+,-,+,-,+,-,+,-,+,#,+,#,+,#,+,-,+,#,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, , , ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+
|, ,|, , , , , , , , , ,|, ,|, , , ,|, , , , , ,|, , , , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , , , , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, ,|, , , , , , , ,|, , ,#,#,#,|, , , ,|,#,|, , , , , , , , , , , ,|, , , , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , , , , ,#,#,#,#,#,|, , ,#,#,#,#,#,|, ,|, , , , , , , ,|,#, , ,|,#,#,#,#,#,|, , ,#,|,#,#,#,|, ,|,#, , ,|, , , , , ,|, , , , , ,|, ,|,#,#,#,|, , , ,|, , , ,|, , , , , ,|, , , , , , , ,|, , , , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , ,|
+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, , , ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,#,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, , , ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,#,+,-,+,#,+,-,+,#,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,#,+,-,+,#,+,-,+,#,+,-,+,#,+,-,+,-,+, ,+,#,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,#,+,#,+, , , ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+
|, , , , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , , , , , , , ,|, , , , , , , , , , , ,|, ,|, ,|, , , ,|, , , , , , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , , , , , , , , , , , , , ,|, , , ,|, ,|, , , , , , , ,|, , , ,|, , , , , , , ,|, ,|, , , , , ,|, ,|,#,#,#,#,#,|, , , , , , , , , ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, , , ,|,#,#,#,#,#,#,#,|, , ,#,#,#,#,#,|, , , ,|, , , ,|, , , ,|, ,|,#,#,#,#,#,|, ,|,#,#,#,#,#, , , , , , ,|,#,#,#,#,#,#,#,#,#,#,#, , ,|, , , ,|,#,|,#,|, , , , , ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , , , ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, ,|
